Week,Description,Quantity,Sales,AvgUnitPrice,Orders
2010-09-06,HOT WATER BOTTLE TEA AND SYMPATHY,37,159.71,4.854,15
2010-09-13,HOT WATER BOTTLE TEA AND SYMPATHY,145,541.2700000000001,4.108947368421053,18
2010-09-20,HOT WATER BOTTLE TEA AND SYMPATHY,126,487.26000000000005,4.126,20
2010-09-27,HOT WATER BOTTLE TEA AND SYMPATHY,145,766.78,4.6325925925925935,27
2010-10-04,HOT WATER BOTTLE TEA AND SYMPATHY,308,1270.0800000000002,4.214666666666667,45
2010-10-11,HOT WATER BOTTLE TEA AND SYMPATHY,198,910.7,4.734857142857143,34
2010-10-18,HOT WATER BOTTLE TEA AND SYMPATHY,283,1264.2900000000002,4.4694,48
2010-10-25,HOT WATER BOTTLE TEA AND SYMPATHY,281,1276.89,4.595609756097561,40
2010-11-01,HOT WATER BOTTLE TEA AND SYMPATHY,214,852.94,4.356666666666667,42
2010-11-08,HOT WATER BOTTLE TEA AND SYMPATHY,276,1445.22,4.418717948717949,39
2010-11-15,HOT WATER BOTTLE TEA AND SYMPATHY,264,1345.8400000000001,4.61,49
2010-11-22,HOT WATER BOTTLE TEA AND SYMPATHY,478,2459.61,4.4393548387096775,60
2010-11-29,HOT WATER BOTTLE TEA AND SYMPATHY,687,4007.56,4.52125,51
2010-12-06,HOT WATER BOTTLE TEA AND SYMPATHY,1075,6317.070000000001,5.369693877551021,48
2010-12-13,HOT WATER BOTTLE TEA AND SYMPATHY,159,1178.6399999999999,6.51,4
2010-12-20,HOT WATER BOTTLE TEA AND SYMPATHY,220,2007.44,7.53,3
2011-01-03,HOT WATER BOTTLE TEA AND SYMPATHY,1,9.32,9.32,1
2011-01-24,HOT WATER BOTTLE TEA AND SYMPATHY,1,3.95,3.95,1
2011-01-31,HOT WATER BOTTLE TEA AND SYMPATHY,1,9.13,9.13,1
2011-02-21,HOT WATER BOTTLE TEA AND SYMPATHY,3,24.869999999999997,8.29,2
2011-02-28,HOT WATER BOTTLE TEA AND SYMPATHY,5,24.09,5.396666666666666,3
2011-03-07,HOT WATER BOTTLE TEA AND SYMPATHY,3,11.850000000000001,3.9500000000000006,3
2011-08-15,HOT WATER BOTTLE TEA AND SYMPATHY,3,12.75,4.25,2
2011-08-22,HOT WATER BOTTLE TEA AND SYMPATHY,71,287.35,4.14,10
2011-08-29,HOT WATER BOTTLE TEA AND SYMPATHY,46,264.1,6.2361538461538455,13
2011-09-05,HOT WATER BOTTLE TEA AND SYMPATHY,163,732.75,4.8100000000000005,16
2011-09-12,HOT WATER BOTTLE TEA AND SYMPATHY,252,1170.8,4.702727272727273,33
2011-09-19,HOT WATER BOTTLE TEA AND SYMPATHY,527,2624.11,4.853939393939394,33
2011-09-26,HOT WATER BOTTLE TEA AND SYMPATHY,148,703.96,4.642258064516129,31
2011-10-03,HOT WATER BOTTLE TEA AND SYMPATHY,200,1048.88,4.751212121212121,33
2011-10-10,HOT WATER BOTTLE TEA AND SYMPATHY,192,1018.28,4.723076923076923,26
2011-10-17,HOT WATER BOTTLE TEA AND SYMPATHY,214,1216.74,4.742121212121212,33
2011-10-24,HOT WATER BOTTLE TEA AND SYMPATHY,210,1271.3,5.216451612903226,31
2011-10-31,HOT WATER BOTTLE TEA AND SYMPATHY,207,1165.53,4.835,38
2011-11-07,HOT WATER BOTTLE TEA AND SYMPATHY,444,2493.02,4.8589361702127665,46
2011-11-14,HOT WATER BOTTLE TEA AND SYMPATHY,567,2939.05,4.918166666666666,59
2011-11-21,HOT WATER BOTTLE TEA AND SYMPATHY,357,2262.73,4.97,47
2011-11-28,HOT WATER BOTTLE TEA AND SYMPATHY,438,2460.96,5.251,50
2011-12-05,HOT WATER BOTTLE TEA AND SYMPATHY,485,3120.21,5.62,44
2010-05-10,JUMBO BAG RED RETROSPOT,124,216.32,2.23,6
2010-05-17,JUMBO BAG RED RETROSPOT,534,939.38,2.2172727272727273,22
2010-05-24,JUMBO BAG RED RETROSPOT,740,1345.6,2.096842105263158,37
2010-05-31,JUMBO BAG RED RETROSPOT,734,1326.5,2.432285714285714,33
2010-06-07,JUMBO BAG RED RETROSPOT,947,1740.29,2.2363999999999997,48
2010-06-14,JUMBO BAG RED RETROSPOT,696,1259.8,2.203658536585366,41
2010-06-21,JUMBO BAG RED RETROSPOT,751,1392.22,2.32275,40
2010-06-28,JUMBO BAG RED RETROSPOT,1405,2489.35,2.1040425531914893,46
2010-07-05,JUMBO BAG RED RETROSPOT,688,1379.32,2.9875,38
2010-07-12,JUMBO BAG RED RETROSPOT,865,1524.83,2.151111111111111,34
2010-07-19,JUMBO BAG RED RETROSPOT,1268,2235.16,2.2036363636363636,43
2010-07-26,JUMBO BAG RED RETROSPOT,618,1225.44,2.2325,40
2010-08-02,JUMBO BAG RED RETROSPOT,726,1343.08,2.208974358974359,39
2010-08-09,JUMBO BAG RED RETROSPOT,925,1996.93,2.4351063829787236,45
2010-08-16,JUMBO BAG RED RETROSPOT,189,349.85,2.372,10
2010-08-23,JUMBO BAG RED RETROSPOT,1,1.95,1.95,1
2010-08-30,JUMBO BAG RED RETROSPOT,1898,3219.09,1.9773076923076922,25
2010-09-06,JUMBO BAG RED RETROSPOT,1313,2315.21,2.1316326530612244,48
2010-09-13,JUMBO BAG RED RETROSPOT,1118,2022.7,2.097843137254902,50
2010-09-20,JUMBO BAG RED RETROSPOT,1515,3129.0099999999998,2.3158974358974356,39
2010-09-27,JUMBO BAG RED RETROSPOT,1718,3423.53,2.2111475409836063,60
2010-10-04,JUMBO BAG RED RETROSPOT,1015,2026.7,2.2022,50
2010-10-11,JUMBO BAG RED RETROSPOT,1866,3265.55,2.070877192982456,55
2010-10-18,JUMBO BAG RED RETROSPOT,783,1415.27,2.143809523809524,42
2010-10-25,JUMBO BAG RED RETROSPOT,515,975.81,2.1084615384615386,38
2010-11-01,JUMBO BAG RED RETROSPOT,793,1454.29,2.1795454545454542,44
2010-11-08,JUMBO BAG RED RETROSPOT,2129,3769.25,2.007704918032787,54
2010-11-15,JUMBO BAG RED RETROSPOT,1215,2189.34,2.1009523809523807,62
2010-11-22,JUMBO BAG RED RETROSPOT,1223,2221.19,2.170757575757576,64
2010-11-29,JUMBO BAG RED RETROSPOT,2459,4270.71,2.2735955056179775,56
2010-12-06,JUMBO BAG RED RETROSPOT,1578,2925.64,2.6764102564102563,42
2010-12-13,JUMBO BAG RED RETROSPOT,427,863.67,2.5394117647058825,34
2010-12-20,JUMBO BAG RED RETROSPOT,180,361.68,3.1438461538461535,13
2011-01-03,JUMBO BAG RED RETROSPOT,1374,2328.34,1.9448148148148148,27
2011-01-10,JUMBO BAG RED RETROSPOT,225,544.11,2.9764285714285714,28
2011-01-17,JUMBO BAG RED RETROSPOT,594,1145.1200000000001,2.975806451612903,31
2011-01-24,JUMBO BAG RED RETROSPOT,502,904.7,2.5746153846153845,26
2011-01-31,JUMBO BAG RED RETROSPOT,965,1786.35,2.465813953488372,43
2011-02-07,JUMBO BAG RED RETROSPOT,288,568.66,2.662380952380952,21
2011-02-14,JUMBO BAG RED RETROSPOT,985,1732.75,2.51,29
2011-02-21,JUMBO BAG RED RETROSPOT,810,1482.34,2.5439999999999996,30
2011-02-28,JUMBO BAG RED RETROSPOT,624,1152.96,2.2106666666666666,29
2011-03-07,JUMBO BAG RED RETROSPOT,738,1356.16,2.413243243243243,37
2011-03-14,JUMBO BAG RED RETROSPOT,1546,2718.16,2.8938888888888887,36
2011-03-21,JUMBO BAG RED RETROSPOT,1379,2443.55,2.5165116279069766,43
2011-03-28,JUMBO BAG RED RETROSPOT,1103,2672.85,2.663888888888889,36
2011-04-04,JUMBO BAG RED RETROSPOT,975,1876.6599999999999,2.0971875,32
2011-04-11,JUMBO BAG RED RETROSPOT,616,1196.78,2.525,30
2011-04-18,JUMBO BAG RED RETROSPOT,549,1131.81,2.744242424242424,32
2011-04-25,JUMBO BAG RED RETROSPOT,385,817.65,2.747777777777778,27
2011-05-02,JUMBO BAG RED RETROSPOT,380,813.7,2.333,37
2011-05-09,JUMBO BAG RED RETROSPOT,1206,2339.73,2.751272727272727,55
2011-05-16,JUMBO BAG RED RETROSPOT,978,1906.99,2.4259574468085106,47
2011-05-23,JUMBO BAG RED RETROSPOT,933,1802.34,2.6300000000000003,42
2011-05-30,JUMBO BAG RED RETROSPOT,273,579.84,2.7536666666666667,29
2011-06-06,JUMBO BAG RED RETROSPOT,883,1835.74,2.714745762711864,59
2011-06-13,JUMBO BAG RED RETROSPOT,959,1840.92,2.4762162162162165,37
2011-06-20,JUMBO BAG RED RETROSPOT,841,1626.53,2.7135135135135138,36
2011-06-27,JUMBO BAG RED RETROSPOT,815,1568.55,2.636451612903226,31
2011-07-04,JUMBO BAG RED RETROSPOT,1364,2686.52,2.765614035087719,57
2011-07-11,JUMBO BAG RED RETROSPOT,431,866.33,2.4263636363636367,33
2011-07-18,JUMBO BAG RED RETROSPOT,733,1453.59,2.5450000000000004,46
2011-07-25,JUMBO BAG RED RETROSPOT,540,1106.2,2.5267500000000003,40
2011-08-01,JUMBO BAG RED RETROSPOT,1050,1988.6499999999999,2.2915,40
2011-08-08,JUMBO BAG RED RETROSPOT,1373,2815.94,2.358205128205128,37
2011-08-15,JUMBO BAG RED RETROSPOT,1356,2581.23,2.078372093023256,43
2011-08-22,JUMBO BAG RED RETROSPOT,1518,2941.59,2.130454545454546,43
2011-08-29,JUMBO BAG RED RETROSPOT,717,1554.01,2.665909090909091,44
2011-09-05,JUMBO BAG RED RETROSPOT,556,1162.03,2.4521621621621623,37
2011-09-12,JUMBO BAG RED RETROSPOT,743,1571.19,2.344313725490196,48
2011-09-19,JUMBO BAG RED RETROSPOT,1667,3193.01,2.352181818181818,55
2011-09-26,JUMBO BAG RED RETROSPOT,929,1885.72,2.2976470588235296,51
2011-10-03,JUMBO BAG RED RETROSPOT,2709,5007.07,2.2598039215686274,49
2011-10-10,JUMBO BAG RED RETROSPOT,947,1886.66,2.3122448979591836,47
2011-10-17,JUMBO BAG RED RETROSPOT,1045,2021.85,2.3017073170731708,41
2011-10-24,JUMBO BAG RED RETROSPOT,600,1238.9,2.326842105263158,37
2011-10-31,JUMBO BAG RED RETROSPOT,1063,2146.24,2.4829166666666667,48
2011-11-07,JUMBO BAG RED RETROSPOT,2200,4228.85,2.3153521126760563,70
2011-11-14,JUMBO BAG RED RETROSPOT,1602,3102.01,2.2991666666666664,60
2011-11-21,JUMBO BAG RED RETROSPOT,753,1581.84,2.4167391304347827,45
2011-11-28,JUMBO BAG RED RETROSPOT,1050,2126.85,2.5277358490566035,52
2011-12-05,JUMBO BAG RED RETROSPOT,451,1001.33,2.611842105263158,37
2009-11-30,JUMBO BAG STRAWBERRY,246,456.75,2.0476190476190474,20
2009-12-07,JUMBO BAG STRAWBERRY,388,671.3000000000001,2.20625,16
2009-12-14,JUMBO BAG STRAWBERRY,271,514.9,2.55,23
2009-12-21,JUMBO BAG STRAWBERRY,21,40.95,1.95,3
2010-01-04,JUMBO BAG STRAWBERRY,358,608.1,1.9124999999999999,8
2010-01-11,JUMBO BAG STRAWBERRY,246,424.31,2.428888888888889,9
2010-01-18,JUMBO BAG STRAWBERRY,286,499.96000000000004,2.05375,16
2010-01-25,JUMBO BAG STRAWBERRY,130,260.28,2.2158823529411764,15
2010-02-01,JUMBO BAG STRAWBERRY,157,308.40999999999997,2.123846153846154,13
2010-02-08,JUMBO BAG STRAWBERRY,177,321.93,2.1281818181818184,11
2010-02-15,JUMBO BAG STRAWBERRY,588,1010.16,2.33625,16
2010-02-22,JUMBO BAG STRAWBERRY,96,187.2,1.9499999999999997,13
2010-03-01,JUMBO BAG STRAWBERRY,415,730.55,2.21375,16
2010-03-08,JUMBO BAG STRAWBERRY,169,304.07,2.2514285714285713,14
2010-03-15,JUMBO BAG STRAWBERRY,323,576.63,2.2752631578947367,19
2010-03-22,JUMBO BAG STRAWBERRY,366,669.52,2.230909090909091,22
2010-03-29,JUMBO BAG STRAWBERRY,334,600.34,2.05375,16
2010-04-05,JUMBO BAG STRAWBERRY,271,479.75,2.425384615384615,12
2010-04-12,JUMBO BAG STRAWBERRY,285,495.75,1.9124999999999999,16
2010-04-19,JUMBO BAG STRAWBERRY,518,951.74,2.386551724137931,29
2010-04-26,JUMBO BAG STRAWBERRY,784,1378.8,1.921875,31
2010-05-03,JUMBO BAG STRAWBERRY,379,651.31,2.0685714285714285,14
2010-05-10,JUMBO BAG STRAWBERRY,367,671.4699999999999,2.262142857142857,26
2010-05-17,JUMBO BAG STRAWBERRY,320,564.0,1.93125,16
2010-05-24,JUMBO BAG STRAWBERRY,503,899.89,2.1599999999999997,28
2010-05-31,JUMBO BAG STRAWBERRY,251,463.97,2.043333333333333,20
2010-06-07,JUMBO BAG STRAWBERRY,308,575.16,2.076451612903226,30
2010-06-14,JUMBO BAG STRAWBERRY,139,282.34999999999997,2.2976923076923077,26
2010-06-21,JUMBO BAG STRAWBERRY,419,767.61,2.335185185185185,27
2010-06-28,JUMBO BAG STRAWBERRY,894,1544.16,2.185625,32
2010-07-05,JUMBO BAG STRAWBERRY,605,1086.87,2.310714285714286,26
2010-07-12,JUMBO BAG STRAWBERRY,369,677.63,2.3016666666666663,24
2010-07-19,JUMBO BAG STRAWBERRY,556,1005.5,2.146,29
2010-07-26,JUMBO BAG STRAWBERRY,356,680.87,2.318846153846154,26
2010-08-02,JUMBO BAG STRAWBERRY,308,578.16,2.259,19
2010-08-09,JUMBO BAG STRAWBERRY,1254,2439.7599999999998,2.5368571428571425,34
2010-08-16,JUMBO BAG STRAWBERRY,429,760.11,2.244,20
2010-08-23,JUMBO BAG STRAWBERRY,434,825.34,2.1992307692307693,26
2010-08-30,JUMBO BAG STRAWBERRY,826,1451.66,2.4217857142857144,27
2010-09-06,JUMBO BAG STRAWBERRY,563,1048.17,2.0570967741935484,30
2010-09-13,JUMBO BAG STRAWBERRY,218,445.44,2.3804761904761906,21
2010-09-20,JUMBO BAG STRAWBERRY,374,753.54,2.424,25
2010-09-27,JUMBO BAG STRAWBERRY,132,391.02,2.8594444444444442,18
2010-10-04,JUMBO BAG STRAWBERRY,451,851.92,2.2864999999999998,20
2010-10-11,JUMBO BAG STRAWBERRY,602,1049.34,2.1816666666666666,17
2010-10-18,JUMBO BAG STRAWBERRY,184,420.38,2.7964285714285713,14
2010-10-25,JUMBO BAG STRAWBERRY,165,348.26,2.288,15
2010-11-01,JUMBO BAG STRAWBERRY,209,386.59,2.31,18
2010-11-08,JUMBO BAG STRAWBERRY,1185,2072.37,2.3403225806451613,27
2010-11-15,JUMBO BAG STRAWBERRY,333,638.8199999999999,2.4994736842105265,19
2010-11-22,JUMBO BAG STRAWBERRY,175,356.76,3.0083333333333333,12
2010-11-29,JUMBO BAG STRAWBERRY,199,441.19,2.6613793103448273,19
2010-12-06,JUMBO BAG STRAWBERRY,315,626.9,2.6465625,18
2010-12-13,JUMBO BAG STRAWBERRY,229,437.74,2.74,15
2010-12-20,JUMBO BAG STRAWBERRY,11,48.86,4.493333333333333,6
2011-01-03,JUMBO BAG STRAWBERRY,703,1254.46,2.4521052631578946,19
2011-01-10,JUMBO BAG STRAWBERRY,349,628.13,3.14,14
2011-01-17,JUMBO BAG STRAWBERRY,269,475.45,2.522222222222222,18
2011-01-24,JUMBO BAG STRAWBERRY,93,177.53,2.138,10
2011-01-31,JUMBO BAG STRAWBERRY,381,668.21,2.3838461538461537,13
2011-02-07,JUMBO BAG STRAWBERRY,70,143.04,2.2225,8
2011-02-14,JUMBO BAG STRAWBERRY,248,436.68,2.73,8
2011-02-21,JUMBO BAG STRAWBERRY,276,486.92,2.3459999999999996,13
2011-02-28,JUMBO BAG STRAWBERRY,285,573.19,2.272962962962963,27
2011-03-07,JUMBO BAG STRAWBERRY,401,702.85,2.2626315789473685,18
2011-03-14,JUMBO BAG STRAWBERRY,1012,1707.48,2.263333333333333,12
2011-03-21,JUMBO BAG STRAWBERRY,676,1174.74,2.087391304347826,22
2011-03-28,JUMBO BAG STRAWBERRY,742,1852.46,2.2747619047619048,21
2011-04-04,JUMBO BAG STRAWBERRY,266,513.83,2.2594736842105263,18
2011-04-11,JUMBO BAG STRAWBERRY,166,314.98,2.041818181818182,11
2011-04-18,JUMBO BAG STRAWBERRY,6,12.48,2.08,3
2011-04-25,JUMBO BAG STRAWBERRY,100,174.0,1.74,1
2011-05-09,JUMBO BAG STRAWBERRY,428,801.94,2.0175,15
2011-05-16,JUMBO BAG STRAWBERRY,142,307.66,2.4899999999999998,20
2011-05-23,JUMBO BAG STRAWBERRY,423,801.0400000000001,2.2476190476190476,21
2011-05-30,JUMBO BAG STRAWBERRY,407,782.11,2.6172222222222223,18
2011-06-06,JUMBO BAG STRAWBERRY,433,822.99,2.413214285714286,27
2011-06-13,JUMBO BAG STRAWBERRY,234,459.77000000000004,2.2153846153846155,13
2011-06-20,JUMBO BAG STRAWBERRY,605,1119.55,2.3894444444444445,17
2011-06-27,JUMBO BAG STRAWBERRY,351,669.13,2.163529411764706,17
2011-07-04,JUMBO BAG STRAWBERRY,513,960.74,2.5204761904761903,21
2011-07-11,JUMBO BAG STRAWBERRY,29,62.370000000000005,2.4899999999999998,5
2011-07-18,JUMBO BAG STRAWBERRY,140,303.5,2.266363636363636,22
2011-07-25,JUMBO BAG STRAWBERRY,434,827.12,2.46875,23
2011-08-01,JUMBO BAG STRAWBERRY,547,1027.01,2.3596,25
2011-08-08,JUMBO BAG STRAWBERRY,320,617.85,2.4055555555555554,17
2011-08-15,JUMBO BAG STRAWBERRY,328,620.24,2.0412500000000002,16
2011-08-22,JUMBO BAG STRAWBERRY,872,1601.76,2.0142105263157895,19
2011-08-29,JUMBO BAG STRAWBERRY,278,555.4399999999999,3.114117647058823,17
2011-09-05,JUMBO BAG STRAWBERRY,189,386.67,2.651904761904762,21
2011-09-12,JUMBO BAG STRAWBERRY,302,580.41,2.4778571428571428,14
2011-09-19,JUMBO BAG STRAWBERRY,579,1096.8700000000001,2.3314285714285714,21
2011-09-26,JUMBO BAG STRAWBERRY,206,406.08,2.5258823529411765,16
2011-10-03,JUMBO BAG STRAWBERRY,1172,2109.11,2.333529411764706,17
2011-10-10,JUMBO BAG STRAWBERRY,171,331.93,2.604,15
2011-10-17,JUMBO BAG STRAWBERRY,433,821.84,2.3585000000000003,20
2011-10-24,JUMBO BAG STRAWBERRY,30,72.65,2.9585714285714286,7
2011-10-31,JUMBO BAG STRAWBERRY,203,386.54,2.1814285714285715,14
2011-11-07,JUMBO BAG STRAWBERRY,311,601.1800000000001,2.495,24
2011-11-14,JUMBO BAG STRAWBERRY,196,376.73,2.1875,16
2011-11-21,JUMBO BAG STRAWBERRY,52,114.31,2.4899999999999998,9
2011-11-28,JUMBO BAG STRAWBERRY,436,823.13,2.233809523809524,21
2011-12-05,JUMBO BAG STRAWBERRY,39,87.27,2.7633333333333336,9
2011-01-17,MEDIUM CERAMIC TOP STORAGE JAR,74215,77183.6,1.04,1
2011-05-09,MEDIUM CERAMIC TOP STORAGE JAR,192,209.76,1.1975,8
2011-05-16,MEDIUM CERAMIC TOP STORAGE JAR,393,435.61,1.3928571428571428,14
2011-05-23,MEDIUM CERAMIC TOP STORAGE JAR,215,243.35000000000002,1.3158333333333332,12
2011-05-30,MEDIUM CERAMIC TOP STORAGE JAR,67,84.96000000000001,1.422857142857143,7
2011-06-06,MEDIUM CERAMIC TOP STORAGE JAR,145,176.01,1.4341666666666668,12
2011-06-13,MEDIUM CERAMIC TOP STORAGE JAR,125,136.09,1.208,5
2011-06-20,MEDIUM CERAMIC TOP STORAGE JAR,54,69.92,1.5525,8
2011-06-27,MEDIUM CERAMIC TOP STORAGE JAR,7,8.75,1.25,2
2011-07-04,MEDIUM CERAMIC TOP STORAGE JAR,82,100.89,1.8988888888888888,9
2011-07-11,MEDIUM CERAMIC TOP STORAGE JAR,94,112.26,1.52625,8
2011-07-18,MEDIUM CERAMIC TOP STORAGE JAR,193,200.93,1.11,3
2011-07-25,MEDIUM CERAMIC TOP STORAGE JAR,362,443.63,1.4166666666666667,6
2011-08-01,MEDIUM CERAMIC TOP STORAGE JAR,128,169.68,1.3364285714285715,13
2011-08-08,MEDIUM CERAMIC TOP STORAGE JAR,59,79.8,1.5957142857142856,7
2011-08-15,MEDIUM CERAMIC TOP STORAGE JAR,141,156.09,1.208,5
2011-08-22,MEDIUM CERAMIC TOP STORAGE JAR,82,107.34,1.492,10
2011-08-29,MEDIUM CERAMIC TOP STORAGE JAR,24,37.26,2.0566666666666666,6
2011-09-05,MEDIUM CERAMIC TOP STORAGE JAR,129,144.72,1.3816666666666666,6
2011-09-12,MEDIUM CERAMIC TOP STORAGE JAR,39,48.75,1.25,5
2011-09-19,MEDIUM CERAMIC TOP STORAGE JAR,92,104.92,1.22375,7
2011-09-26,MEDIUM CERAMIC TOP STORAGE JAR,79,98.75,1.25,8
2011-10-03,MEDIUM CERAMIC TOP STORAGE JAR,42,56.13,1.734,5
2011-10-10,MEDIUM CERAMIC TOP STORAGE JAR,82,97.26,1.6183333333333334,6
2011-10-17,MEDIUM CERAMIC TOP STORAGE JAR,57,72.46000000000001,1.3844444444444446,9
2011-10-24,MEDIUM CERAMIC TOP STORAGE JAR,63,84.8,1.3844444444444446,9
2011-10-31,MEDIUM CERAMIC TOP STORAGE JAR,33,43.67,1.492,5
2011-11-07,MEDIUM CERAMIC TOP STORAGE JAR,85,113.11,1.7644444444444443,8
2011-11-14,MEDIUM CERAMIC TOP STORAGE JAR,36,48.63,1.5525,8
2011-11-21,MEDIUM CERAMIC TOP STORAGE JAR,422,473.07,1.3641666666666667,12
2011-11-28,MEDIUM CERAMIC TOP STORAGE JAR,119,150.77,1.6992307692307693,13
2011-12-05,MEDIUM CERAMIC TOP STORAGE JAR,177,207.95000000000002,1.6920000000000002,10
2009-11-30,PAPER CHAIN KIT 50'S CHRISTMAS,2060,5604.38,3.435057471264368,84
2009-12-07,PAPER CHAIN KIT 50'S CHRISTMAS,663,2143.03,3.2664705882352942,49
2009-12-14,PAPER CHAIN KIT 50'S CHRISTMAS,572,2014.18,3.684146341463415,37
2009-12-21,PAPER CHAIN KIT 50'S CHRISTMAS,69,413.67,5.819285714285714,14
2010-01-11,PAPER CHAIN KIT 50'S CHRISTMAS,20,101.61,5.605,8
2010-01-18,PAPER CHAIN KIT 50'S CHRISTMAS,3,11.81,3.936666666666667,3
2010-03-01,PAPER CHAIN KIT 50'S CHRISTMAS,3,11.81,4.43,2
2010-03-15,PAPER CHAIN KIT 50'S CHRISTMAS,12,35.400000000000006,2.95,1
2010-03-29,PAPER CHAIN KIT 50'S CHRISTMAS,2,11.82,5.91,2
2010-04-19,PAPER CHAIN KIT 50'S CHRISTMAS,1,2.95,2.95,1
2010-04-26,PAPER CHAIN KIT 50'S CHRISTMAS,18,53.1,2.95,1
2010-05-03,PAPER CHAIN KIT 50'S CHRISTMAS,46,119.7,2.75,2
2010-05-10,PAPER CHAIN KIT 50'S CHRISTMAS,6,17.700000000000003,2.95,1
2010-05-17,PAPER CHAIN KIT 50'S CHRISTMAS,6,17.700000000000003,2.95,2
2010-05-31,PAPER CHAIN KIT 50'S CHRISTMAS,4,11.8,2.9500000000000006,2
2010-06-07,PAPER CHAIN KIT 50'S CHRISTMAS,3,11.81,4.43,2
2010-06-14,PAPER CHAIN KIT 50'S CHRISTMAS,28,82.6,2.9500000000000006,3
2010-06-21,PAPER CHAIN KIT 50'S CHRISTMAS,305,782.71,3.8033333333333332,3
2010-06-28,PAPER CHAIN KIT 50'S CHRISTMAS,44,129.8,2.9500000000000006,3
2010-07-05,PAPER CHAIN KIT 50'S CHRISTMAS,14,47.22,4.923333333333333,3
2010-07-12,PAPER CHAIN KIT 50'S CHRISTMAS,3,8.850000000000001,2.9500000000000006,2
2010-07-19,PAPER CHAIN KIT 50'S CHRISTMAS,50,131.5,2.75,2
2010-07-26,PAPER CHAIN KIT 50'S CHRISTMAS,128,348.56,3.27,8
2010-08-02,PAPER CHAIN KIT 50'S CHRISTMAS,142,373.86,3.258571428571429,7
2010-08-09,PAPER CHAIN KIT 50'S CHRISTMAS,74,222.64000000000001,3.9877777777777776,9
2010-08-16,PAPER CHAIN KIT 50'S CHRISTMAS,19,56.05000000000001,2.95,5
2010-08-23,PAPER CHAIN KIT 50'S CHRISTMAS,27,88.53000000000002,3.936666666666667,3
2010-08-30,PAPER CHAIN KIT 50'S CHRISTMAS,3,20.31,6.77,1
2010-09-06,PAPER CHAIN KIT 50'S CHRISTMAS,12,35.400000000000006,2.95,4
2010-09-13,PAPER CHAIN KIT 50'S CHRISTMAS,344,832.8,2.8035714285714284,14
2010-09-20,PAPER CHAIN KIT 50'S CHRISTMAS,431,1194.93,3.2243589743589745,38
2010-09-27,PAPER CHAIN KIT 50'S CHRISTMAS,495,1385.5900000000001,3.0795000000000003,37
2010-10-04,PAPER CHAIN KIT 50'S CHRISTMAS,1516,4046.9599999999996,3.156521739130435,46
2010-10-11,PAPER CHAIN KIT 50'S CHRISTMAS,530,1497.38,3.2601960784313726,48
2010-10-18,PAPER CHAIN KIT 50'S CHRISTMAS,406,1289.88,3.4028888888888886,44
2010-10-25,PAPER CHAIN KIT 50'S CHRISTMAS,469,1432.05,3.4395000000000002,38
2010-11-01,PAPER CHAIN KIT 50'S CHRISTMAS,1555,4225.33,3.1837500000000003,63
2010-11-08,PAPER CHAIN KIT 50'S CHRISTMAS,1675,7569.01,3.3181818181818183,72
2010-11-15,PAPER CHAIN KIT 50'S CHRISTMAS,1791,9020.33,3.354864864864865,72
2010-11-22,PAPER CHAIN KIT 50'S CHRISTMAS,1756,5735.62,3.2220833333333334,92
2010-11-29,PAPER CHAIN KIT 50'S CHRISTMAS,1832,6640.66,3.1669565217391304,78
2010-12-06,PAPER CHAIN KIT 50'S CHRISTMAS,1827,6881.6900000000005,3.2750381679389315,74
2010-12-13,PAPER CHAIN KIT 50'S CHRISTMAS,597,2149.75,3.641875,32
2010-12-20,PAPER CHAIN KIT 50'S CHRISTMAS,125,602.57,4.974444444444445,9
2011-01-03,PAPER CHAIN KIT 50'S CHRISTMAS,16,96.28,6.082,5
2011-01-10,PAPER CHAIN KIT 50'S CHRISTMAS,6,35.46,5.91,3
2011-01-17,PAPER CHAIN KIT 50'S CHRISTMAS,2,11.58,5.79,2
2011-02-14,PAPER CHAIN KIT 50'S CHRISTMAS,2,13.26,6.63,1
2011-02-21,PAPER CHAIN KIT 50'S CHRISTMAS,2,5.9,2.95,1
2011-02-28,PAPER CHAIN KIT 50'S CHRISTMAS,45,119.59,3.763333333333333,3
2011-03-07,PAPER CHAIN KIT 50'S CHRISTMAS,1,2.95,2.95,1
2011-03-21,PAPER CHAIN KIT 50'S CHRISTMAS,42,115.26,4.59,2
2011-03-28,PAPER CHAIN KIT 50'S CHRISTMAS,3,8.850000000000001,2.95,1
2011-04-04,PAPER CHAIN KIT 50'S CHRISTMAS,9,29.390000000000004,3.66,3
2011-04-18,PAPER CHAIN KIT 50'S CHRISTMAS,1,5.79,5.79,1
2011-05-02,PAPER CHAIN KIT 50'S CHRISTMAS,4,23.16,5.79,1
2011-05-09,PAPER CHAIN KIT 50'S CHRISTMAS,13,42.03000000000001,4.79,2
2011-06-06,PAPER CHAIN KIT 50'S CHRISTMAS,2,12.42,6.21,2
2011-06-13,PAPER CHAIN KIT 50'S CHRISTMAS,1,5.79,5.79,1
2011-06-20,PAPER CHAIN KIT 50'S CHRISTMAS,6,17.700000000000003,2.95,1
2011-06-27,PAPER CHAIN KIT 50'S CHRISTMAS,365,963.47,3.4966666666666666,6
2011-07-04,PAPER CHAIN KIT 50'S CHRISTMAS,18,53.10000000000001,2.95,2
